#,Year,Site,Zone,Replicate,Method,DivideBy,Sum Points,Hard Coral Cover,Pocillopora damicornis,Other Pocillopora,Seriatopora,Stylophora,Montipora,Astreopora,Isopora,Acropora hyacinthus,Acropora aspera Group,Acropora divaricata Group,Acropora echinata Group,Acropora florida Group,Acropora muricata Group,Acropora horrida Group,Acropora humilis Group,Acropora hyacinthus Group,Acropora latistella Group,Acropora loripes Group,Acropora lovelli Group,Acropora nasuta Group,Acropora robusta Group,Acropora selago Group,Other Acropora,Porites,Goniopora,Psammacora,Coscinaraea,Pavona,Leptoseris,Gardinoseris,Coleoseris,Pachyseris,Fungiidae,Galaxea,Echinophyllia,Oxypora,Mycedium,Pectinia,Scolymia,Acanthastrea,Lobophyllia,Symphyllia,Hydonophora,Merulina,Caulastrea,Dipsastrea,Favites,Montastrea,Goniastrea,Platygyra,Leptoria,Astrea,Pleisiastrea,Diploastrea,Leptastrea,Cyphastrea,Echinopora,Caryophillidae,Scapophyllia,Turbinaria,Physogyra,Other Scleractinain,Heliopora,Millepora,SC_Dendronepthea,SC_Lobophytum,SC_Sarcophyton,SC_Nepthea,SC_Palythoa,SC_Sinularia,SC_Rhytisma,SC_Xenia,Other soft coral,Total soft coral
303,1997,2. Washing Machine,3. Slope,3,10 x 10-m LIT,1000,218,21.8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,45,0,0,0,0,32,0,0,0,0,25,42,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,1997,2. Washing Machine,3. Slope,4,10 x 10-m LIT,1000,320,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,25,13,18,0,0,0,0,0,15,0,0,0,0,0,0,0,0,56,0,0,0,0,0,45,0,19,0,0,0,0,62,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,52
305,1997,2. Washing Machine,3. Slope,5,10 x 10-m LIT,1000,292,29.2,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,36,0,45,12,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,1997,2. Washing Machine,3. Slope,6,10 x 10-m LIT,1000,135,13.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,15,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,18,16,0,0,0,34,68
307,1997,2. Washing Machine,3. Slope,7,10 x 10-m LIT,1000,221,22.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,24,0,0,86,172
308,1997,2. Washing Machine,3. Slope,8,10 x 10-m LIT,1000,328,32.8,8,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,84,0,0,0,0,12,0,16,0,0,0,0,125,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
309,1997,2. Washing Machine,3. Slope,9,10 x 10-m LIT,1000,116,11.6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,18,0,0,0,51,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
310,1997,2. Washing Machine,3. Slope,10,10 x 10-m LIT,1000,206,20.6,14,0,18,8,0,0,0,0,12,0,0,0,56,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,41,82
311,1997,2. Washing Machine,4. Base,1,10 x 10-m LIT,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,31,62
312,1997,2. Washing Machine,4. Base,2,10 x 10-m LIT,1000,122,12.2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,38,76
313,1997,2. Washing Machine,4. Base,3,10 x 10-m LIT,1000,44,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,20
314,1997,2. Washing Machine,4. Base,4,10 x 10-m LIT,1000,98,9.8,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,20
315,1997,2. Washing Machine,4. Base,5,10 x 10-m LIT,1000,218,21.8,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,16,0,0,12,0,10,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,1997,2. Washing Machine,4. Base,6,10 x 10-m LIT,1000,62,6.2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,1997,2. Washing Machine,4. Base,7,10 x 10-m LIT,1000,154,15.4,0,0,10,0,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,1997,2. Washing Machine,4. Base,8,10 x 10-m LIT,1000,88,8.8,21,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,95,0,0,0,12,0,0,0,0,0,12,24
319,1997,2. Washing Machine,4. Base,9,10 x 10-m LIT,1000,39,3.9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,12
320,1997,2. Washing Machine,4. Base,10,10 x 10-m LIT,1000,22,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,1997,3. Lizard Head,1. Flat,1,10 x 10-m LIT,1000,363,36.3,74,0,0,0,0,0,69,194,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,24
322,1997,3. Lizard Head,1. Flat,2,10 x 10-m LIT,1000,78,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,8,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,1997,3. Lizard Head,1. Flat,3,10 x 10-m LIT,1000,183,18.3,0,0,0,0,0,16,75,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,1997,3. Lizard Head,1. Flat,4,10 x 10-m LIT,1000,145,14.5,0,0,0,0,0,0,54,36,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,19,38
325,1997,3. Lizard Head,1. Flat,5,10 x 10-m LIT,1000,246,24.6,0,0,0,0,0,0,0,0,0,0,0,0,32,0,70,0,0,0,0,22,0,0,0,86,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,1997,3. Lizard Head,1. Flat,6,10 x 10-m LIT,1000,225,22.5,46,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,40
327,1997,3. Lizard Head,1. Flat,7,10 x 10-m LIT,1000,347,34.7,17,0,0,0,125,0,99,89,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8
328,1997,3. Lizard Head,1. Flat,8,10 x 10-m LIT,1000,275,27.5,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,80,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,60
329,1997,3. Lizard Head,1. Flat,9,10 x 10-m LIT,1000,248,24.8,3,0,0,0,0,0,46,152,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,27,54
330,1997,3. Lizard Head,1. Flat,10,10 x 10-m LIT,1000,159,15.9,0,0,0,0,100,0,0,0,0,0,0,0,0,0,29,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,21,42
331,1997,3. Lizard Head,2. Crest,1,10 x 10-m LIT,1000,288,28.8,27,16,0,0,0,0,24,99,0,0,0,0,0,0,50,49,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,1997,3. Lizard Head,2. Crest,2,10 x 10-m LIT,1000,235,23.5,0,0,0,15,0,0,34,85,0,0,0,0,0,0,46,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,23,46
333,1997,3. Lizard Head,2. Crest,3,10 x 10-m LIT,1000,124,12.4,0,0,0,0,0,0,0,54,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,1997,3. Lizard Head,2. Crest,4,10 x 10-m LIT,1000,338,33.8,50,13,0,26,0,0,23,82,0,0,0,0,0,12,52,0,0,0,0,36,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12,0,0,0,0,0,104,208
335,1997,3. Lizard Head,2. Crest,5,10 x 10-m LIT,1000,242,24.2,0,14,0,0,0,0,15,123,0,0,0,0,0,0,40,0,0,0,0,39,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,30
336,1997,3. Lizard Head,2. Crest,6,10 x 10-m LIT,1000,270,27,0,0,0,0,0,0,0,82,34,0,0,0,0,0,89,0,0,0,0,17,22,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,18,40,80
337,1997,3. Lizard Head,2. Crest,7,10 x 10-m LIT,1000,354,35.4,23,0,0,0,0,0,31,167,0,0,0,0,0,0,47,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,22
338,1997,3. Lizard Head,2. Crest,8,10 x 10-m LIT,1000,302,30.2,45,0,0,0,0,0,41,39,0,0,0,0,0,25,34,11,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,1997,3. Lizard Head,2. Crest,9,10 x 10-m LIT,1000,220,22,8,0,0,0,0,0,0,88,0,0,0,0,0,12,71,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,1997,3. Lizard Head,2. Crest,10,10 x 10-m LIT,1000,279,27.9,11,14,0,12,0,0,38,47,0,0,0,0,0,0,58,47,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,1997,3. Lizard Head,3. Slope,1,10 x 10-m LIT,1000,185,18.5,0,0,0,0,29,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,16,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,25,47,0,0,0,0,0,72,144
342,1997,3. Lizard Head,3. Slope,2,10 x 10-m LIT,1000,188,18.8,60,0,20,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,273,0,0,333,666
343,1997,3. Lizard Head,3. Slope,3,10 x 10-m LIT,1000,80,8,0,0,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,60
344,1997,3. Lizard Head,3. Slope,4,10 x 10-m LIT,1000,171,17.1,0,0,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,1997,3. Lizard Head,3. Slope,5,10 x 10-m LIT,1000,214,21.4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,92,61,30,0,0,0,0,183,366
346,1997,3. Lizard Head,3. Slope,6,10 x 10-m LIT,1000,220,22,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,1997,3. Lizard Head,3. Slope,7,10 x 10-m LIT,1000,60,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,120
348,1997,3. Lizard Head,3. Slope,8,10 x 10-m LIT,1000,239,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,59,0,30,0,0,0,50,0,0,80,160
349,1997,3. Lizard Head,3. Slope,9,10 x 10-m LIT,1000,22,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,24,0,0,0,0,43,86
350,1997,3. Lizard Head,3. Slope,10,10 x 10-m LIT,1000,99,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,14,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,94,0,0,171,0,0,265,530
351,1997,3. Lizard Head,4. Base,1,10 x 10-m LIT,1000,66,6.6,0,0,0,21,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,1997,3. Lizard Head,4. Base,2,10 x 10-m LIT,1000,40,4,20,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,1997,3. Lizard Head,4. Base,3,10 x 10-m LIT,1000,53,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,1997,3. Lizard Head,4. Base,4,10 x 10-m LIT,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,56,112
355,1997,3. Lizard Head,4. Base,5,10 x 10-m LIT,1000,55,5.5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,1997,3. Lizard Head,4. Base,6,10 x 10-m LIT,1000,43,4.3,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,1997,3. Lizard Head,4. Base,7,10 x 10-m LIT,1000,88,8.8,0,8,0,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,50
358,1997,3. Lizard Head,4. Base,8,10 x 10-m LIT,1000,68,6.8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,1997,3. Lizard Head,4. Base,9,10 x 10-m LIT,1000,61,6.1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,1997,3. Lizard Head,4. Base,10,10 x 10-m LIT,1000,63,6.3,36,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,1997,4. South Island,1. Flat,1,10 x 10-m LIT,1000,322,32.2,82,48,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,61,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0
362,1997,4. South Island,1. Flat,2,10 x 10-m LIT,1000,230,23,68,0,0,0,0,0,0,71,0,0,0,0,0,10,0,0,0,0,0,62,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,56,0,0,151,302
363,1997,4. South Island,1. Flat,3,10 x 10-m LIT,1000,264,26.4,0,0,14,0,0,0,0,78,0,0,0,0,0,0,55,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,1997,4. South Island,1. Flat,4,10 x 10-m LIT,1000,239,23.9,0,0,0,15,0,0,77,0,0,0,0,0,0,0,12,0,0,0,0,89,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,1997,4. South Island,1. Flat,5,10 x 10-m LIT,1000,58,5.8,21,0,0,0,0,0,9,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,37,0,0,0,0,0,0,37,74
366,1997,4. South Island,1. Flat,6,10 x 10-m LIT,1000,152,15.2,57,0,10,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,1997,4. South Island,1. Flat,7,10 x 10-m LIT,1000,160,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,36,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,41,0,0,0,0,0,0,41,82
368,1997,4. South Island,1. Flat,8,10 x 10-m LIT,1000,432,43.2,0,10,0,62,0,0,0,187,0,0,0,0,0,23,66,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,1997,4. South Island,1. Flat,9,10 x 10-m LIT,1000,195,19.5,89,0,0,0,12,0,37,46,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,1997,4. South Island,1. Flat,10,10 x 10-m LIT,1000,115,11.5,46,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,62,124
371,1997,4. South Island,2. Crest,1,10 x 10-m LIT,1000,209,20.9,61,14,0,0,85,0,0,2,0,0,0,0,0,0,20,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,1997,4. South Island,2. Crest,2,10 x 10-m LIT,1000,123,12.3,0,0,0,26,12,0,13,0,0,0,0,0,0,0,57,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
